NLC,TLC,Station Name,Region,Local Authority,Constituency,OS Grid Easting,OS Grid Northing,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,SRS Code,SRS Description,NR Route,CRP Line Designation,Entries & Exits_Full,Entries & Exits_Reduced,Entries & Exits_Season,1718 Entries & Exits,1617 Entries & Exits,1718 Interchanges,1718 Entries & Exits - GB rank,1617 Entries & Exits - GB rank,Large station change flag,Small station change flag,% Change,Explanation of large change 1718,Source for explanation of large change 1718
2960,ADK,Ardwick,North West,Manchester,Manchester Central,385900,397200,Northern,,Greater Manchester,,H.22,Manchester Piccadilly - Crewe,London North Western,, 	648 , 	196 , 	38 , 	882 , 	860 ,," 	2,512 "," 	2,509 ",0,0,2.6%,,
2961,MIA,Manchester Airport,North West,Manchester,Wythenshawe and Sale East,381932,385387,TransPennine Express,,Greater Manchester,,H.31,Manchester Airport - Wilmslow / Slade Lane Jcn,London North Western,," 	1,457,686 "," 	2,814,776 "," 	372,064 "," 	4,644,526 "," 	4,241,292 "," 	19,361 ", 	105 , 	117 ,0,0,9.5%,,
2962,GTO,Gorton,North West,Manchester,"Manchester, Gorton",389064,396939,Northern,,Greater Manchester,,H.26,NTP: Manchester Piccadilly - Guide Bridge,London North Western,," 	40,282 "," 	29,776 "," 	45,716 "," 	115,774 "," 	113,322 ",," 	1,655 "," 	1,662 ",0,0,2.2%,,
2963,DGT,Deansgate,North West,Manchester,Manchester Central,383434,397524,Northern,MANCHESTER BR,Greater Manchester,,H.23,Manchester Piccadilly - Deansgate,London North Western,," 	100,544 "," 	207,560 "," 	111,592 "," 	419,696 "," 	420,938 ",, 	988 , 	972 ,0,0,-0.3%,,
2966,MCO,Manchester Oxford Road,North West,Manchester,Manchester Central,384035,397505,Northern,MANCHESTER BR,Greater Manchester,,H.23,Manchester Piccadilly - Deansgate,London North Western,," 	2,050,250 "," 	4,232,490 "," 	2,275,568 "," 	8,558,308 "," 	8,583,649 "," 	920,005 ", 	52 , 	49 ,0,0,-0.3%,,
2968,MAN,Manchester Piccadilly,North West,Manchester,Manchester Central,384772,397873,Network Rail,MANCHESTER BR,Greater Manchester,,H.22,Manchester Piccadilly - Crewe,London North Western,," 	6,641,862 "," 	13,711,312 "," 	7,371,788 "," 	27,724,962 "," 	27,807,063 "," 	2,628,736 ", 	16 , 	16 ,0,0,-0.3%,,
2969,TRA,Trafford Park,North West,Trafford,Stretford and Urmston,379470,395385,Northern,,Greater Manchester,,H.24,Deansgate - Liverpool South Parkway,London North Western,," 	25,784 "," 	9,698 "," 	19,388 "," 	54,870 "," 	64,712 ",," 	1,959 "," 	1,878 ",1,0,-15.2%,Impacted by North West electrification works,
2970,MCV,Manchester Victoria,North West,Manchester,Manchester Central,384000,399000,Northern,MANCHESTER BR,Greater Manchester,,H.10,Manchester Victoria - Mirfield (via Rochdale) / Stalybridge,London North Western,," 	1,964,920 "," 	4,056,338 "," 	2,180,860 "," 	8,202,118 "," 	8,226,407 "," 	715,413 ", 	56 , 	54 ,0,0,-0.3%,,
2971,MDL,Middlewood,North West,Stockport,Hazel Grove,394550,384790,Northern,,Greater Manchester,,H.36,Buxton Branch,London North Western,," 	5,124 "," 	10,840 "," 	9,262 "," 	25,226 "," 	24,824 ",," 	2,177 "," 	2,167 ",0,0,1.6%,,
2973,MSO,Moston,North West,Manchester,Blackley and Broughton,388759,402986,Northern,,Greater Manchester,,H.10,Manchester Victoria - Mirfield (via Rochdale) / Stalybridge,London North Western,," 	23,826 "," 	17,010 "," 	14,852 "," 	55,688 "," 	68,174 ",," 	1,955 "," 	1,861 ",1,0,-18.3%,Impacted by North West electrification works,
2977,RRB,Ryder Brow,North West,Manchester,"Manchester, Gorton",388604,395550,Northern,,Greater Manchester,,H.28,Ashburys / Hyde North - New Mills Central / Rose Hill,London North Western,," 	11,398 "," 	7,880 "," 	10,904 "," 	30,182 "," 	30,266 ",," 	2,132 "," 	2,123 ",0,0,-0.3%,,
2979,RDN,Reddish North,North West,Stockport,Denton and Reddish,389720,394750,Northern,,Greater Manchester,,H.28,Ashburys / Hyde North - New Mills Central / Rose Hill,London North Western,," 	70,608 "," 	49,558 "," 	89,858 "," 	210,024 "," 	196,906 ",," 	1,363 "," 	1,393 ",0,0,6.7%,,
2983,SYB,Stalybridge,North West,Tameside,Stalybridge and Hyde,395934,398653,TransPennine Express,,Greater Manchester,,H.10,Manchester Victoria - Mirfield (via Rochdale) / Stalybridge,London North Western,," 	330,106 "," 	353,524 "," 	466,680 "," 	1,150,310 "," 	1,150,886 "," 	121,817 ", 	489 , 	494 ,0,0,-0.1%,,
2996,MUF,Manchester United Football Ground,North West,Trafford,Stretford and Urmston,380800,396200,Northern,,Greater Manchester,,,,,,:,:,:,:,:,:,:,:,:,:,:,,
3623,BRW,Brunswick,North West,Liverpool,"Liverpool, Riverside",335173,387821,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	363,296 "," 	299,212 "," 	369,684 "," 	1,032,192 "," 	1,037,186 ",, 	549 , 	536 ,0,0,-0.5%,,
3624,CNP,Conway Park,North West,Wirral,Birkenhead,332090,388990,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	248,606 "," 	354,600 "," 	271,814 "," 	875,020 "," 	897,220 ",, 	617 , 	600 ,0,0,-2.5%,,
7501,BSV,Buckshaw Parkway,North West,Chorley,Chorley,356441,419855,Northern,,,,H.27,Deansgate - Euxton Jcn,London North Western,," 	96,558 "," 	129,538 "," 	124,294 "," 	350,390 "," 	353,688 ",," 	1,083 "," 	1,073 ",0,0,-0.9%,,
7565,BMP,Brampton (Cumbria),North West,Carlisle,Penrith and The Border,355055,559972,Northern,,,,G.13,Newcastle - Carlisle,London North East and East Midlands,," 	5,922 "," 	10,150 "," 	2,468 "," 	18,540 "," 	17,708 ",," 	2,232 "," 	2,233 ",0,0,4.7%,,
7572,WRL,Wetheral,North West,Carlisle,Carlisle,346740,554660,Northern,,,,G.13,Newcastle - Carlisle,London North East and East Midlands,," 	7,262 "," 	17,720 ", 	912 ," 	25,894 "," 	22,872 ",," 	2,166 "," 	2,184 ",1,0,13.2%,,
8589,WAV,Wavertree Technology Park,North West,Liverpool,"Liverpool, Wavertree",338741,390216,Northern,,Merseyside,,H.33,Edge Hill - Manchester Victoria (via Earlestown) / Wigan,London North Western,," 	159,520 "," 	211,798 "," 	181,576 "," 	552,894 "," 	533,490 ",, 	837 , 	848 ,0,0,3.6%,,
8720,HWI,Horwich Parkway,North West,Bolton,Bolton West,364365,409192,Northern,,Greater Manchester,,H.27,Deansgate - Euxton Jcn,London North Western,," 	158,108 "," 	164,622 "," 	257,578 "," 	580,308 "," 	639,192 ",, 	811 , 	752 ,0,0,-9.2%,,
9709,LPY,Liverpool South Parkway,North West,Liverpool,Garston and Halewood,340920,384909,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	423,746 "," 	1,180,102 "," 	643,534 "," 	2,247,382 "," 	1,983,726 "," 	772,875 ", 	263 , 	295 ,1,0,13.3%,Increase passengers at John Lennon airport,https://www.liverpoolairport.com/news/2018/04/ljla-sees-4-passenger-growth-during-first-quarter-of-2018
990,ARM,Armadale,Scotland,West Lothian,Linlithgow and East Falkirk,294050,667140,ScotRail,,,,Q.04,Glasgow North Electric Routes,Scotland,," 	75,916 "," 	91,240 "," 	82,622 "," 	249,778 "," 	238,688 ",," 	1,276 "," 	1,288 ",0,0,4.6%,,
991,BKR,Blackridge,Scotland,West Lothian,Linlithgow and East Falkirk,290582,667064,ScotRail,,,,Q.04,Glasgow North Electric Routes,Scotland,," 	20,210 "," 	20,336 "," 	17,484 "," 	58,030 "," 	56,894 ",," 	1,937 "," 	1,943 ",0,0,2.0%,,
992,CAC,Caldercruix,Scotland,North Lanarkshire,Airdrie and Shotts,282030,667700,ScotRail,,Strathclyde,,Q.04,Glasgow North Electric Routes,Scotland,," 	23,606 "," 	38,950 "," 	37,848 "," 	100,404 "," 	88,688 ",," 	1,721 "," 	1,773 ",1,0,13.2%,,
1655,KVD,Kelvindale,Scotland,Glasgow City,Glasgow North Burgh,255670,669125,ScotRail,,Strathclyde,,Q.12,Anniesland - Greenhill Lower Jcn,Scotland,," 	15,772 "," 	44,110 "," 	32,330 "," 	92,212 "," 	65,938 ",," 	1,758 "," 	1,871 ",1,0,39.8%,Strong growth on the line after improvements in 2016,
1734,HOZ,Howwood,Scotland,Renfrewshire,Paisley and Renfrewshire South,239480,660450,ScotRail,,Strathclyde,,Q.03,Glasgow - Ayr / Largs / Wemyss Bay / Gourock,Scotland,," 	22,076 "," 	32,448 "," 	46,744 "," 	101,268 "," 	111,562 ",," 	1,717 "," 	1,667 ",0,0,-9.2%,,
3776,EKB,Eskbank,Scotland,Midlothian,Midlothian,332343,665936,ScotRail,,,,P.05,Newcraighall - Portobello Jcn,Scotland,," 	94,850 "," 	210,118 "," 	33,964 "," 	338,932 "," 	274,770 ",," 	1,103 "," 	1,221 ",1,0,23.4%,Opened in 2015-16 - continued growth,http://www.bordersrailway.co.uk/
6391,GBG,Gorebridge,Scotland,Midlothian,Midlothian,334560,661279,ScotRail,,,,P.05,Newcraighall - Portobello Jcn,Scotland,," 	44,236 "," 	52,392 "," 	18,474 "," 	115,102 "," 	98,218 ",," 	1,659 "," 	1,716 ",1,0,17.2%,Opened in 2015-16 - continued growth,http://www.bordersrailway.co.uk/
6393,CBD,Conon Bridge,Scotland,Highland,"Ross, Skye and Lochaber",254105,855032,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	9,736 "," 	3,816 "," 	1,548 "," 	15,100 "," 	15,494 ",," 	2,262 "," 	2,250 ",0,0,-2.5%,,
6545,EGY,Edinburgh Gateway,Scotland,City of Edinburgh,Edinburgh West Burgh,317632,672775,ScotRail,,,,P.06,Fife Loop,Scotland,," 	128,564 "," 	65,526 "," 	90,346 "," 	284,436 "," 	58,386 "," 	2,176 "," 	1,213 "," 	1,934 ",1,0,387.2%,"New station, December 2016",http://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-38265174
6929,NEG,Newtongrange,Scotland,Midlothian,Midlothian,333175,664275,ScotRail,,,,P.05,Newcraighall - Portobello Jcn,Scotland,," 	61,026 "," 	65,514 "," 	30,476 "," 	157,016 "," 	141,644 ",," 	1,517 "," 	1,557 ",1,0,10.9%,Opened in 2015-16 - continued growth,http://www.bordersrailway.co.uk/
6963,SFI,Shawfair,Scotland,Midlothian,Midlothian,332682,670176,ScotRail,,,,P.05,Newcraighall - Portobello Jcn,Scotland,," 	9,968 "," 	17,586 "," 	4,034 "," 	31,588 "," 	22,236 ",," 	2,123 "," 	2,191 ",1,0,42.1%,Opened in 2015-16 - continued growth,http://www.bordersrailway.co.uk/
8600,AAT,Achanalt,Scotland,Highland,"Ross, Skye and Lochaber",226020,861473,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	390 , 	44 , 	-   , 	434 , 	424 ,," 	2,529 "," 	2,528 ",0,0,2.4%,,
8601,ACN,Achnasheen,Scotland,Highland,"Ross, Skye and Lochaber",216403,858519,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	1,642 "," 	1,668 ", 	-   ," 	3,310 "," 	3,076 ",," 	2,435 "," 	2,436 ",0,0,7.6%,,
8602,ACH,Achnashellach,Scotland,Highland,"Ross, Skye and Lochaber",200290,848440,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	546 , 	324 , 	-   , 	870 , 	878 ,," 	2,513 "," 	2,507 ",0,0,-0.9%,,
8605,ASS,Alness,Scotland,Highland,"Caithness, Sutherland and Easter Ross",266000,869400,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	21,822 "," 	4,734 "," 	2,716 "," 	29,272 "," 	26,376 ",," 	2,138 "," 	2,151 ",1,0,11.0%,,
8606,ABC,Altnabreac,Scotland,Highland,"Caithness, Sutherland and Easter Ross",300340,945680,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	516 , 	142 , 	-   , 	658 , 	356 ,," 	2,519 "," 	2,533 ",0,1,84.8%,,
8608,ATT,Attadale,Scotland,Highland,"Ross, Skye and Lochaber",192456,839125,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	866 , 	304 , 	-   ," 	1,170 ", 	938 ,," 	2,496 "," 	2,504 ",0,0,24.7%,,
8610,AVM,Aviemore,Scotland,Highland,"Inverness, Nairn, Badenoch and Strathspey",289566,812339,ScotRail,,,,P.11,Perth - Inverness,Scotland,," 	62,782 "," 	81,836 "," 	3,346 "," 	147,964 "," 	145,200 ", 	44 ," 	1,540 "," 	1,541 ",0,0,1.9%,,
8613,ARD,Ardgay,Scotland,Highland,"Caithness, Sutherland and Easter Ross",260030,890446,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	5,844 "," 	1,132 ", 	164 ," 	7,140 "," 	7,144 ",," 	2,365 "," 	2,353 ",0,0,-0.1%,,
8614,INH,Invershin,Scotland,Highland,"Caithness, Sutherland and Easter Ross",257985,895356,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	318 , 	100 , 	20 , 	438 , 	826 ,," 	2,528 "," 	2,511 ",0,1,-47.0%,Absolute change in passengers is small,
8618,BRA,Brora,Scotland,Highland,"Caithness, Sutherland and Easter Ross",290657,904141,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	4,626 "," 	1,348 ", 	20 ," 	5,994 "," 	5,616 ",," 	2,382 "," 	2,383 ",0,0,6.7%,,
8621,CAG,Carrbridge,Scotland,Highland,"Inverness, Nairn, Badenoch and Strathspey",289878,822465,ScotRail,,,,P.11,Perth - Inverness,Scotland,," 	3,656 "," 	2,066 ", 	342 ," 	6,064 "," 	5,808 ",," 	2,380 "," 	2,378 ",0,0,4.4%,,
8625,CUA,Culrain,Scotland,Highland,"Caithness, Sutherland and Easter Ross",257680,894770,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	220 , 	80 , 	-   , 	300 , 	372 ,," 	2,537 "," 	2,530 ",0,0,-19.4%,,
8628,DLW,Dalwhinnie,Scotland,Highland,"Inverness, Nairn, Badenoch and Strathspey",263420,784900,ScotRail,,,,P.11,Perth - Inverness,Scotland,," 	1,890 "," 	1,370 ", 	112 ," 	3,372 "," 	3,188 ",," 	2,431 "," 	2,432 ",0,0,5.8%,,
8632,DIN,Dingwall,Scotland,Highland,"Ross, Skye and Lochaber",255323,858608,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	58,274 "," 	22,734 "," 	5,268 "," 	86,276 "," 	80,900 ", 	491 ," 	1,793 "," 	1,804 ",0,0,6.6%,,
8637,FRN,Fearn,Scotland,Highland,"Caithness, Sutherland and Easter Ross",281518,878244,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	4,174 ", 	946 , 	136 ," 	5,256 "," 	5,262 ",," 	2,396 "," 	2,396 ",0,0,-0.1%,,
8638,FOR,Forres,Scotland,Moray,Moray,302950,858920,ScotRail,,,,P.10,Aberdeen - Inverness,Scotland,," 	41,300 "," 	68,356 "," 	8,380 "," 	118,036 "," 	123,298 ",," 	1,645 "," 	1,618 ",0,0,-4.3%,,
8639,FRS,Forsinard,Scotland,Highland,"Caithness, Sutherland and Easter Ross",289100,942500,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	1,556 ", 	654 , 	-   ," 	2,210 "," 	2,124 ",," 	2,456 "," 	2,458 ",0,0,4.0%,,
8640,GVE,Garve,Scotland,Highland,"Ross, Skye and Lochaber",239500,861300,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	1,774 "," 	1,392 "," 	1,136 "," 	4,302 "," 	3,668 ",," 	2,416 "," 	2,426 ",0,0,17.3%,,
8641,GGJ,Georgemas Junction,Scotland,Highland,"Caithness, Sutherland and Easter Ross",315500,959300,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	760 , 	560 , 	-   ," 	1,320 "," 	1,502 ",," 	2,492 "," 	2,480 ",0,0,-12.1%,,
8642,DNO,Dunrobin Castle,Scotland,Highland,"Caithness, Sutherland and Easter Ross",284860,901250,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	824 , 	206 , 	-   ," 	1,030 ", 	882 ,," 	2,504 "," 	2,506 ",0,0,16.8%,,
8643,GOL,Golspie,Scotland,Highland,"Caithness, Sutherland and Easter Ross",282550,899750,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	4,598 "," 	1,188 ", 	-   ," 	5,786 "," 	5,718 ",," 	2,385 "," 	2,380 ",0,0,1.2%,,
8647,HMS,Helmsdale,Scotland,Highland,"Caithness, Sutherland and Easter Ross",302380,915475,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	3,388 "," 	1,218 ", 	30 ," 	4,636 "," 	5,768 ",," 	2,408 "," 	2,379 ",0,0,-19.6%,,
8648,IGD,Invergordon,Scotland,Highland,"Caithness, Sutherland and Easter Ross",270443,868656,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	23,472 "," 	3,288 "," 	2,198 "," 	28,958 "," 	27,886 ",," 	2,140 "," 	2,139 ",0,0,3.8%,,
8649,INV,Inverness,Scotland,Highland,"Inverness, Nairn, Badenoch and Strathspey",266788,845473,ScotRail,,,,P.11,Perth - Inverness,Scotland,," 	477,032 "," 	730,134 "," 	31,606 "," 	1,238,772 "," 	1,259,496 "," 	59,821 ", 	457 , 	450 ,0,0,-1.6%,,
8652,KIL,Kildonan,Scotland,Highland,"Caithness, Sutherland and Easter Ross",290150,921740,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	152 , 	54 , 	-   , 	206 , 	76 ,," 	2,544 "," 	2,552 ",0,1,171.1%,Absolute change in passengers is small,
8653,KBC,Kinbrace,Scotland,Highland,"Caithness, Sutherland and Easter Ross",286190,931600,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	266 , 	110 , 	-   , 	376 , 	464 ,," 	2,533 "," 	2,526 ",0,0,-19.0%,,
8655,KIN,Kingussie,Scotland,Highland,"Inverness, Nairn, Badenoch and Strathspey",275700,800400,ScotRail,,,,P.11,Perth - Inverness,Scotland,," 	23,222 "," 	19,364 "," 	2,150 "," 	44,736 "," 	44,200 ",," 	2,022 "," 	2,027 ",0,0,1.2%,,
8657,KYL,Kyle Of Lochalsh,Scotland,Highland,"Ross, Skye and Lochaber",176247,827123,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	23,152 "," 	42,030 ", 	-   ," 	65,182 "," 	62,704 ",," 	1,892 "," 	1,897 ",0,0,4.0%,,
8658,LRG,Lairg,Scotland,Highland,"Caithness, Sutherland and Easter Ross",258265,903922,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	3,594 "," 	1,832 ", 	-   ," 	5,426 "," 	5,576 ",," 	2,390 "," 	2,384 ",0,0,-2.7%,,
8660,LCC,Lochluichart,Scotland,Highland,"Ross, Skye and Lochaber",232335,862562,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	472 , 	160 , 	-   , 	632 , 	532 ,," 	2,521 "," 	2,523 ",0,0,18.8%,,
8665,MOO,Muir Of Ord,Scotland,Highland,"Ross, Skye and Lochaber",252742,850189,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	42,764 "," 	19,068 "," 	2,988 "," 	64,820 "," 	64,480 ",," 	1,893 "," 	1,884 ",0,0,0.5%,,
8666,NRN,Nairn,Scotland,Highland,"Inverness, Nairn, Badenoch and Strathspey",288160,856010,ScotRail,,,,P.10,Aberdeen - Inverness,Scotland,," 	37,204 "," 	67,394 "," 	7,544 "," 	112,142 "," 	120,504 ",," 	1,670 "," 	1,632 ",0,0,-6.9%,,
8668,NWR,Newtonmore,Scotland,Highland,"Inverness, Nairn, Badenoch and Strathspey",271580,798450,ScotRail,,,,P.11,Perth - Inverness,Scotland,," 	5,502 "," 	3,692 ", 	-   ," 	9,194 "," 	8,770 ",," 	2,329 "," 	2,328 ",0,0,4.8%,,
8670,PLK,Plockton,Scotland,Highland,"Ross, Skye and Lochaber",179450,832950,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	6,706 "," 	3,866 ", 	20 ," 	10,592 "," 	9,998 ",," 	2,312 "," 	2,312 ",0,0,5.9%,,
8671,ROG,Rogart,Scotland,Highland,"Caithness, Sutherland and Easter Ross",272500,901980,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	1,200 ", 	430 , 	-   ," 	1,630 "," 	1,948 ",," 	2,478 "," 	2,461 ",0,0,-16.3%,,
8672,SCT,Scotscalder,Scotland,Highland,"Caithness, Sutherland and Easter Ross",309600,956020,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	108 , 	74 , 	-   , 	182 , 	200 ,," 	2,548 "," 	2,542 ",0,0,-9.0%,,
8673,STC,Strathcarron,Scotland,Highland,"Ross, Skye and Lochaber",194231,842124,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	5,026 "," 	2,716 ", 	-   ," 	7,742 "," 	7,678 ",," 	2,350 "," 	2,342 ",0,0,0.8%,,
8674,STF,Stromeferry,Scotland,Highland,"Ross, Skye and Lochaber",186467,834667,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	968 , 	410 , 	-   ," 	1,378 "," 	1,254 ",," 	2,490 "," 	2,492 ",0,0,9.9%,,
8676,TAI,Tain,Scotland,Highland,"Caithness, Sutherland and Easter Ross",278185,882385,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	20,850 "," 	7,264 "," 	1,660 "," 	29,774 "," 	28,622 ",," 	2,135 "," 	2,134 ",0,0,4.0%,,
8677,THS,Thurso,Scotland,Highland,"Caithness, Sutherland and Easter Ross",311300,967920,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	16,524 "," 	22,650 ", 	-   ," 	39,174 "," 	37,322 ",," 	2,060 "," 	2,069 ",0,0,5.0%,,
8680,WCK,Wick,Scotland,Highland,"Caithness, Sutherland and Easter Ross",336065,950885,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,," 	8,358 "," 	9,178 ", 	10 ," 	17,546 "," 	18,438 ",," 	2,243 "," 	2,227 ",0,0,-4.8%,,
8681,DRN,Duirinish,Scotland,Highland,"Ross, Skye and Lochaber",177845,831521,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	768 , 	140 , 	10 , 	918 , 	930 ,," 	2,511 "," 	2,505 ",0,0,-1.3%,,
8682,DCG,Duncraig,Scotland,Highland,"Ross, Skye and Lochaber",181207,833239,ScotRail,,,,P.12,Far North and Kyle Line ,Scotland,, 	352 , 	46 , 	10 , 	408 , 	348 ,," 	2,531 "," 	2,535 ",0,0,17.2%,,
8708,CON,Connel Ferry,Scotland,Argyll and Bute,Argyll and Bute,191470,734050,ScotRail,,,,Q.14,West Highland Line,Scotland,," 	3,838 "," 	3,330 ", 	104 ," 	7,272 "," 	6,262 ",," 	2,362 "," 	2,368 ",0,0,16.1%,,
8711,DAL,Dalmally,Scotland,Argyll and Bute,Argyll and Bute,215980,727210,ScotRail,,,,Q.14,West Highland Line,Scotland,," 	4,374 "," 	2,314 ", 	782 ," 	7,470 "," 	5,618 ",," 	2,355 "," 	2,382 ",0,1,33.0%,,
8712,LHA,Loch Awe,Scotland,Argyll and Bute,Argyll and Bute,212380,727460,ScotRail,,,,Q.14,West Highland Line,Scotland,," 	3,846 "," 	1,548 ", 	-   ," 	5,394 "," 	4,140 ",," 	2,393 "," 	2,415 ",0,1,30.3%,,
8713,DBL,Dunblane,Scotland,Stirling,Stirling,278110,700990,ScotRail,,,,P.07,Dundee - Dunblane,Scotland,," 	159,946 "," 	291,392 "," 	101,690 "," 	553,028 "," 	519,370 ",, 	836 , 	866 ,0,0,6.5%,,
8715,GLE,Gleneagles,Scotland,Perth and Kinross,Ochil and South Perthshire,292900,710500,ScotRail,,,,P.07,Dundee - Dunblane,Scotland,," 	28,030 "," 	39,316 "," 	5,720 "," 	73,066 "," 	68,730 ",," 	1,851 "," 	1,856 ",0,0,6.3%,,
8725,OBN,Oban,Scotland,Argyll and Bute,Argyll and Bute,185795,729888,ScotRail,,,,Q.14,West Highland Line,Scotland,," 	65,982 "," 	112,172 "," 	3,018 "," 	181,172 "," 	164,332 ",," 	1,443 "," 	1,487 ",1,0,10.2%,,
8726,FOC,Falls Of Cruachan,Scotland,Argyll and Bute,Argyll and Bute,207990,726750,ScotRail,,,,Q.14,West Highland Line,Scotland,, 	458 , 	268 , 	-   , 	726 , 	734 ,," 	2,517 "," 	2,517 ",0,0,-1.1%,,
8727,TAY,Taynuilt,Scotland,Argyll and Bute,Argyll and Bute,200340,731220,ScotRail,,,,Q.14,West Highland Line,Scotland,," 	15,720 "," 	6,562 "," 	2,506 "," 	24,788 "," 	21,916 ",," 	2,182 "," 	2,194 ",1,0,13.1%,,
8728,TYL,Tyndrum Lower,Scotland,Stirling,Stirling,232700,730100,ScotRail,TYNDRUM BR,,,Q.14,West Highland Line,Scotland,," 	3,904 "," 	1,462 ", 	-   ," 	5,366 "," 	5,510 ",," 	2,394 "," 	2,389 ",0,0,-2.6%,,
8750,BLA,Blair Atholl,Scotland,Perth and Kinross,Perth and North Perthshire,287000,765300,ScotRail,,,,P.11,Perth - Inverness,Scotland,," 	7,150 "," 	12,124 ", 	528 ," 	19,802 "," 	17,598 ",," 	2,226 "," 	2,234 ",1,0,12.5%,,
8763,DKD,Dunkeld & Birnam,Scotland,Perth and Kinross,Perth and North Perthshire,303080,741680,ScotRail,,,,P.11,Perth - Inverness,Scotland,," 	16,344 "," 	21,126 ", 	512 ," 	37,982 "," 	32,878 ",," 	2,072 "," 	2,106 ",1,0,15.5%,,
8778,ING,Invergowrie,Scotland,Perth and Kinross,Perth and North Perthshire,334930,729870,ScotRail,,,,P.07,Dundee - Dunblane,Scotland,," 	4,238 ", 	824 ," 	1,034 "," 	6,096 "," 	4,308 ",," 	2,379 "," 	2,410 ",0,1,41.5%,,
8801,PIT,Pitlochry,Scotland,Perth and Kinross,Perth and North Perthshire,293830,758100,ScotRail,,,,P.11,Perth - Inverness,Scotland,," 	23,308 "," 	100,312 "," 	1,644 "," 	125,264 "," 	121,342 ",," 	1,622 "," 	1,628 ",0,0,3.2%,,
8805,PTH,Perth,Scotland,Perth and Kinross,Perth and North Perthshire,311220,723133,ScotRail,,,,P.11,Perth - Inverness,Scotland,," 	275,630 "," 	749,196 "," 	92,422 "," 	1,117,248 "," 	1,081,476 "," 	130,081 ", 	506 , 	518 ,0,0,3.3%,,
8807,BSU,Brunstane,Scotland,City of Edinburgh,Edinburgh East Burgh,331330,672710,ScotRail,,,,P.05,Newcraighall - Portobello Jcn,Scotland,," 	84,752 "," 	54,836 "," 	37,702 "," 	177,290 "," 	162,074 ",," 	1,454 "," 	1,491 ",0,0,9.4%,,
8808,NEW,Newcraighall,Scotland,City of Edinburgh,Edinburgh East Burgh,331947,671655,ScotRail,,,,P.05,Newcraighall - Portobello Jcn,Scotland,," 	115,148 "," 	119,820 "," 	43,558 "," 	278,526 "," 	234,770 ",," 	1,227 "," 	1,301 ",1,0,18.6%,,
8821,ARG,Arisaig,Scotland,Highland,"Ross, Skye and Lochaber",166400,786700,ScotRail,,,,Q.14,West Highland Line,Scotland,," 	4,008 "," 	2,878 ", 	-   ," 	6,886 "," 	6,262 ",," 	2,368 "," 	2,368 ",0,0,10.0%,,
8822,BSL,Beasdale,Scotland,Highland,"Ross, Skye and Lochaber",170900,785000,ScotRail,,,,Q.14,West Highland Line,Scotland,, 	278 , 	140 , 	-   , 	418 , 	312 ,," 	2,530 "," 	2,536 ",0,1,34.0%,Absolute change in passengers is small,
